,count,author
scsi,3,SamuelPerry
multiprocessing,3,SamuelPerry
koogle,3,SamuelPerry
photosmart,3,SamuelPerry
baratz,3,SamuelPerry
adsl,3,SamuelPerry
motherboard,3,SamuelPerry
50.50,3,SamuelPerry
17.625,3,SamuelPerry
47.75,3,SamuelPerry
smart-card,3,SamuelPerry
imbedded,3,SamuelPerry
on-ramps,3,SamuelPerry
off-ramps,3,SamuelPerry
belluzzo,3,SamuelPerry
visa/mastercard,3,SamuelPerry
office/home,3,SamuelPerry
k-class,3,SamuelPerry
serengeti,3,SamuelPerry
markman,3,SamuelPerry
starfish,3,SamuelPerry
varney,3,SamuelPerry
spyglass,3,SamuelPerry
syquest,3,SamuelPerry
rimer,3,SamuelPerry
microchips,3,SamuelPerry
+1415,3,SamuelPerry
polese,3,SamuelPerry
thoma,3,SamuelPerry
gurley,3,SamuelPerry
price-performance,2,SamuelPerry
mainframe-class,2,SamuelPerry
visualize,2,SamuelPerry
allaying,2,SamuelPerry
octanes,2,SamuelPerry
earing,2,SamuelPerry
begrudge,2,SamuelPerry
"48,500",2,SamuelPerry
bryant,2,SamuelPerry
151.75,2,SamuelPerry
heavily-traded,2,SamuelPerry
profitability-based,2,SamuelPerry
vaulted,2,SamuelPerry
lowest-level,2,SamuelPerry
weave,2,SamuelPerry
maes,2,SamuelPerry
netserver,2,SamuelPerry
medium-size,2,SamuelPerry
toptools,2,SamuelPerry
remotely,2,SamuelPerry
lennox,2,SamuelPerry
intranetware,2,SamuelPerry
crossware,2,SamuelPerry
actra,2,SamuelPerry
rs6000,2,SamuelPerry
sp,2,SamuelPerry
massively-parallel,2,SamuelPerry
smp,2,SamuelPerry
"43,745",2,SamuelPerry
fully-configured,2,SamuelPerry
esm,2,SamuelPerry
luxenbourg,2,SamuelPerry
ses,2,SamuelPerry
astra-net,2,SamuelPerry
re-energizing,2,SamuelPerry
quattro,2,SamuelPerry
tocq,2,SamuelPerry
zilog,2,SamuelPerry
re-energising,2,SamuelPerry
24.95,2,SamuelPerry
netcomplete,2,SamuelPerry
moscone,2,SamuelPerry
optimized,2,SamuelPerry
javapc,2,SamuelPerry
mcneally,2,SamuelPerry
de-emphasizing,2,SamuelPerry
entranced,2,SamuelPerry
implementations,2,SamuelPerry
keynotes,2,SamuelPerry
130.50,2,SamuelPerry
moodiness,2,SamuelPerry
much-heralded,2,SamuelPerry
clone-makers,2,SamuelPerry
highest-end,2,SamuelPerry
clamshell,2,SamuelPerry
velocity,2,SamuelPerry
inducements,2,SamuelPerry
icg,2,SamuelPerry
82558,2,SamuelPerry
hewlett-,2,SamuelPerry
invariably,2,SamuelPerry
lynchpin,2,SamuelPerry
fledgeling,2,SamuelPerry
zip,2,SamuelPerry
soho,2,SamuelPerry
powermate,2,SamuelPerry
upside/david,2,SamuelPerry
coursey,2,SamuelPerry
kight,2,SamuelPerry
teamnet,2,SamuelPerry
musicnet,2,SamuelPerry
touchnet,2,SamuelPerry
cd-rewriteable,2,SamuelPerry
deane,2,SamuelPerry
significdant,2,SamuelPerry
80.7,2,SamuelPerry
prestowitz,2,SamuelPerry
t.j.,2,SamuelPerry
sleazy,2,SamuelPerry
business-led,2,SamuelPerry
hotjava,2,SamuelPerry
paymenteck,2,SamuelPerry
novus,2,SamuelPerry
eshop,2,SamuelPerry
t1,2,SamuelPerry
fl.-based,2,SamuelPerry
finkelstein,2,SamuelPerry
ica,2,SamuelPerry
artwork,2,SamuelPerry
sarala,2,SamuelPerry
kathey,2,SamuelPerry
cuursey,2,SamuelPerry
coursey.com,2,SamuelPerry
steltenpohl,2,SamuelPerry
lerach,2,SamuelPerry
rivaled,2,SamuelPerry
118.75,2,SamuelPerry
144.50,2,SamuelPerry
jackals,2,SamuelPerry
carrion,2,SamuelPerry
feeders,2,SamuelPerry
'pay,2,SamuelPerry
schroeder,2,SamuelPerry
prints,2,SamuelPerry
mopies,2,SamuelPerry
faxsimile,2,SamuelPerry
fennell,2,SamuelPerry
24-page,2,SamuelPerry
"9,549",2,SamuelPerry
recently-unveiled,2,SamuelPerry
mopying,2,SamuelPerry
photocopy,2,SamuelPerry
standard-setter,2,SamuelPerry
'keys,2,SamuelPerry
captures,2,SamuelPerry
bloodiness,2,SamuelPerry
applet,2,SamuelPerry
collaborative,2,SamuelPerry
seasonally-slow,2,SamuelPerry
companie,2,SamuelPerry
exeeding,2,SamuelPerry
atriend,2,SamuelPerry
lightning-fast,2,SamuelPerry
vivek,2,SamuelPerry
likens,2,SamuelPerry
computerletter,2,SamuelPerry
impracticality,2,SamuelPerry
browse-and-pull,2,SamuelPerry
machina,2,SamuelPerry
rodent,2,SamuelPerry
ampersand,2,SamuelPerry
typed,2,SamuelPerry
germany-based,2,SamuelPerry
vrml,2,SamuelPerry
ver-mul,2,SamuelPerry
multi-player,2,SamuelPerry
fly-over,2,SamuelPerry
bigbook,2,SamuelPerry
co-branded,2,SamuelPerry
netradio,2,SamuelPerry
satan,2,SamuelPerry
checkpoint,2,SamuelPerry
kla-tencor,2,SamuelPerry
zisman,2,SamuelPerry
unix-server,1,SamuelPerry
conigliaro,1,SamuelPerry
"873,890",1,SamuelPerry
mission-,1,SamuelPerry
n.h.-based,1,SamuelPerry
supercomputer-like,1,SamuelPerry
sparc/solaris,1,SamuelPerry
top-,1,SamuelPerry
of-the-line,1,SamuelPerry
straight-out,1,SamuelPerry
partitioned,1,SamuelPerry
bretzmann,1,SamuelPerry
marketspace,1,SamuelPerry
curves,1,SamuelPerry
maratime,1,SamuelPerry
bsh,1,SamuelPerry
hcia,1,SamuelPerry
castor,1,SamuelPerry
server-based,1,SamuelPerry
marry,1,SamuelPerry
client-,1,SamuelPerry
peoplesoft,1,SamuelPerry
ferlazzo,1,SamuelPerry
n.h,1,SamuelPerry
c180,1,SamuelPerry
20-inch,1,SamuelPerry
"34,995",1,SamuelPerry
"43,995",1,SamuelPerry
"51,500",1,SamuelPerry
b132l,1,SamuelPerry
"6,795",1,SamuelPerry
data-center,1,SamuelPerry
sutro,1,SamuelPerry
'starfire,1,SamuelPerry
t-series,1,SamuelPerry
hunk,1,SamuelPerry
turntable,1,SamuelPerry
solaris-based,1,SamuelPerry
view-based,1,SamuelPerry
presidenctial,1,SamuelPerry
//whitehouse.gov,1,SamuelPerry
number-crunching,1,SamuelPerry
chokepoints,1,SamuelPerry
wintel-based,1,SamuelPerry
"831,000",1,SamuelPerry
unix-only,1,SamuelPerry
first-place,1,SamuelPerry
"24,995",1,SamuelPerry
"19,995",1,SamuelPerry
24.995,1,SamuelPerry
//www.vacations.com,1,SamuelPerry
//www.reservations.com,1,SamuelPerry
revolved,1,SamuelPerry
package-oriented,1,SamuelPerry
keyword,1,SamuelPerry
displacing,1,SamuelPerry
aparently,1,SamuelPerry
co-promotional,1,SamuelPerry
heavily-trafficked,1,SamuelPerry
12-year-old,1,SamuelPerry
travel-related,1,SamuelPerry
park-based,1,SamuelPerry
rebuffing,1,SamuelPerry
339.5,1,SamuelPerry
209.7,1,SamuelPerry
918.5,1,SamuelPerry
351.9,1,SamuelPerry
acquisition-related,1,SamuelPerry
0.51-,1,SamuelPerry
67-1/8,1,SamuelPerry
64-1/4,1,SamuelPerry
post-exceptional,1,SamuelPerry
kasper,1,SamuelPerry
installments,1,SamuelPerry
five-level,1,SamuelPerry
pre-release,1,SamuelPerry
childish,1,SamuelPerry
"2,995",1,SamuelPerry
"3,995",1,SamuelPerry
"4,995",1,SamuelPerry
144.875,1,SamuelPerry
invigorating,1,SamuelPerry
57.50,1,SamuelPerry
57.63,1,SamuelPerry
32.8,1,SamuelPerry
wayman,1,SamuelPerry
best-managed,1,SamuelPerry
disguises,1,SamuelPerry
//www.livepix.com,1,SamuelPerry
soquel,1,SamuelPerry
professional-quality,1,SamuelPerry
broderbund,1,SamuelPerry
colouring,1,SamuelPerry
skewing,1,SamuelPerry
distoring,1,SamuelPerry
calendars,1,SamuelPerry
pixels,1,SamuelPerry
excruciating,1,SamuelPerry
adaptation,1,SamuelPerry
digitize,1,SamuelPerry
embroyonic,1,SamuelPerry
aldus,1,SamuelPerry
corp.to,1,SamuelPerry
christos,1,SamuelPerry
investor.com,1,SamuelPerry
1/10,1,SamuelPerry
tradefs,1,SamuelPerry
annuity-type,1,SamuelPerry
chip-makers,1,SamuelPerry
16-megabit,1,SamuelPerry
ichat,1,SamuelPerry
amazon.toast,1,SamuelPerry
grammar,1,SamuelPerry
longer-standing,1,SamuelPerry
synthesis,1,SamuelPerry
songbirds,1,SamuelPerry
bathtub,1,SamuelPerry
telepresence,1,SamuelPerry
2047,1,SamuelPerry
vinton,1,SamuelPerry
reliving,1,SamuelPerry
sensations,1,SamuelPerry
connoisseur,1,SamuelPerry
cloning,1,SamuelPerry
eclectic,1,SamuelPerry
strands,1,SamuelPerry
test-tube,1,SamuelPerry
subatomic,1,SamuelPerry
particles,1,SamuelPerry
re-generate,1,SamuelPerry
sr.,1,SamuelPerry
mid-1940s,1,SamuelPerry
washers,1,SamuelPerry
pattie,1,SamuelPerry
kasbah,1,SamuelPerry
sainson,1,SamuelPerry
all-in-one,1,SamuelPerry
base-t,1,SamuelPerry
gigabyte,1,SamuelPerry
xa,1,SamuelPerry
"3,583",1,SamuelPerry
vl,1,SamuelPerry
64-,1,SamuelPerry
s3,1,SamuelPerry
trio64,1,SamuelPerry
v2,1,SamuelPerry
"1,235",1,SamuelPerry
"1,871",1,SamuelPerry
"1,827",1,SamuelPerry
"2,221",1,SamuelPerry
ve,1,SamuelPerry
e40,1,SamuelPerry
reckons,1,SamuelPerry
"2,160",1,SamuelPerry
"2,630",1,SamuelPerry
e-series,1,SamuelPerry
pre-installed,1,SamuelPerry
printer-fax-copier-scanner,1,SamuelPerry
multifunction,1,SamuelPerry
1150c,1,SamuelPerry
printer-copier-,1,SamuelPerry
flat-panel,1,SamuelPerry
"2,419",1,SamuelPerry
workspace,1,SamuelPerry
interlinked,1,SamuelPerry
business-to-consumer,1,SamuelPerry
palomar,1,SamuelPerry
cakewalk,1,SamuelPerry
strives,1,SamuelPerry
sgi-cray,1,SamuelPerry
syracuse,1,SamuelPerry
cenapad-mgg/co,1,SamuelPerry
globalworks,1,SamuelPerry
enerprise,1,SamuelPerry
symetric,1,SamuelPerry
uma,1,SamuelPerry
deskttop,1,SamuelPerry
supercomputer-class,1,SamuelPerry
gigaflops,1,SamuelPerry
32-processor,1,SamuelPerry
graphics-cray,1,SamuelPerry
cebit,1,SamuelPerry
europeenne,1,SamuelPerry
endeavor,1,SamuelPerry
aere,1,SamuelPerry
centimeter,1,SamuelPerry
dvb,1,SamuelPerry
broadcast-only,1,SamuelPerry
intercast,1,SamuelPerry
wellbehind,1,SamuelPerry
conclave,1,SamuelPerry
blizzard,1,SamuelPerry
additon,1,SamuelPerry
hunkering,1,SamuelPerry
higher-performance,1,SamuelPerry
scattershot,1,SamuelPerry
drive-by,1,SamuelPerry
pointers,1,SamuelPerry
ultra-customized,1,SamuelPerry
highly-targeted,1,SamuelPerry
photography-quality,1,SamuelPerry
edit,1,SamuelPerry
66-,1,SamuelPerry
2x-speed,1,SamuelPerry
4x-speed,1,SamuelPerry
inkjet,1,SamuelPerry
instantaneous,1,SamuelPerry
eight-by-ten-inch,1,SamuelPerry
high-resolution,1,SamuelPerry
discomfort,1,SamuelPerry
intelligence/,1,SamuelPerry
technologgy,1,SamuelPerry
+415,1,SamuelPerry
multi-tier,1,SamuelPerry
hogging,1,SamuelPerry
haywire,1,SamuelPerry
craziness,1,SamuelPerry
co-opt,1,SamuelPerry
months-long,1,SamuelPerry
appropriating,1,SamuelPerry
retorted,1,SamuelPerry
personaljava,1,SamuelPerry
embeddedjava,1,SamuelPerry
navigational,1,SamuelPerry
dueling,1,SamuelPerry
pre-conference,1,SamuelPerry
willie,1,SamuelPerry
designating,1,SamuelPerry
clambered,1,SamuelPerry
slashes,1,SamuelPerry
ax,1,SamuelPerry
highly-touted,1,SamuelPerry
bargainer,1,SamuelPerry
corporate-owned,1,SamuelPerry
texas.,1,SamuelPerry
laguna,1,SamuelPerry
crosspoint,1,SamuelPerry
business-critical,1,SamuelPerry
department-sized,1,SamuelPerry
enterprise-wide,1,SamuelPerry
sonsini,1,SamuelPerry
goodrich,1,SamuelPerry
rosati,1,SamuelPerry
skitol,1,SamuelPerry
drinker,1,SamuelPerry
biddle,1,SamuelPerry
reath,1,SamuelPerry
currently-deployed,1,SamuelPerry
dialup,1,SamuelPerry
citites,1,SamuelPerry
klein,1,SamuelPerry
eight-page,1,SamuelPerry
'real,1,SamuelPerry
lematta,1,SamuelPerry
masquerading,1,SamuelPerry
pernicious,1,SamuelPerry
hillsboro,1,SamuelPerry
stackable,1,SamuelPerry
denser,1,SamuelPerry
ethernet-ready,1,SamuelPerry
100-megabit,1,SamuelPerry
intervew,1,SamuelPerry
protoco,1,SamuelPerry
informaiton,1,SamuelPerry
75.25,1,SamuelPerry
27.50,1,SamuelPerry
bogeyman,1,SamuelPerry
reachable,1,SamuelPerry
jackrabbit,1,SamuelPerry
infinitely,1,SamuelPerry
whelan,1,SamuelPerry
finnie,1,SamuelPerry
undivided,1,SamuelPerry
uninterruptible,1,SamuelPerry
multispin,1,SamuelPerry
8x,1,SamuelPerry
headsets,1,SamuelPerry
"2,199",1,SamuelPerry
"2,999",1,SamuelPerry
133-,1,SamuelPerry
166-,1,SamuelPerry
180-megahertz,1,SamuelPerry
subset,1,SamuelPerry
florists,1,SamuelPerry
computer-level,1,SamuelPerry
auotomate,1,SamuelPerry
professinal,1,SamuelPerry
mis,1,SamuelPerry
technician,1,SamuelPerry
busineess,1,SamuelPerry
screeching,1,SamuelPerry
steffanee,1,SamuelPerry
bottom-up,1,SamuelPerry
templates,1,SamuelPerry
peachtree,1,SamuelPerry
schedule+,1,SamuelPerry
automap,1,SamuelPerry
2620,1,SamuelPerry
fiercely-competitive,1,SamuelPerry
pa-risc,1,SamuelPerry
widely-watch,1,SamuelPerry
pa-8000-based,1,SamuelPerry
50-plus,1,SamuelPerry
carol,1,SamuelPerry
hp-ux,1,SamuelPerry
"52,200",1,SamuelPerry
"77,200",1,SamuelPerry
symmetric,1,SamuelPerry
pa-8000,1,SamuelPerry
k460,1,SamuelPerry
4100,1,SamuelPerry
5/400,1,SamuelPerry
j40,1,SamuelPerry
t-class,1,SamuelPerry
t600,1,SamuelPerry
symetrical,1,SamuelPerry
hp-9000,1,SamuelPerry
d-class,1,SamuelPerry
d270,1,SamuelPerry
"22,260",1,SamuelPerry
d370,1,SamuelPerry
"25,250",1,SamuelPerry
worgroups,1,SamuelPerry
yer,1,SamuelPerry
bozman,1,SamuelPerry
fast-charging,1,SamuelPerry
small-,1,SamuelPerry
year-ending,1,SamuelPerry
record-level,1,SamuelPerry
anil,1,SamuelPerry
gadre,1,SamuelPerry
kicker,1,SamuelPerry
octel,1,SamuelPerry
surace,1,SamuelPerry
kahn,1,SamuelPerry
adpotion,1,SamuelPerry
stanek,1,SamuelPerry
quickbooks,1,SamuelPerry
openexchange,1,SamuelPerry
touch-tone,1,SamuelPerry
72.4,1,SamuelPerry
still-embryonic,1,SamuelPerry
non-public,1,SamuelPerry
settling-out,1,SamuelPerry
'internet,1,SamuelPerry
hotly-competitive,1,SamuelPerry
rans,1,SamuelPerry
scurry,1,SamuelPerry
subject-area,1,SamuelPerry
yahooligans,1,SamuelPerry
mckinley,1,SamuelPerry
subgroups,1,SamuelPerry
internet-linked,1,SamuelPerry
raptor,1,SamuelPerry
estimates/comparables,1,SamuelPerry
-sam.perry,1,SamuelPerry
jukeboxes,1,SamuelPerry
'bubba,1,SamuelPerry
nolan,1,SamuelPerry
wood-paneled,1,SamuelPerry
billiard,1,SamuelPerry
countertop,1,SamuelPerry
touch-screen,1,SamuelPerry
mouli,1,SamuelPerry
proprieters,1,SamuelPerry
123.4,1,SamuelPerry
70.25,1,SamuelPerry
63.125,1,SamuelPerry
fndamentals,1,SamuelPerry
mulunovich,1,SamuelPerry
rueppel,1,SamuelPerry
ferman,1,SamuelPerry
canepa,1,SamuelPerry
ato,1,SamuelPerry
inventors,1,SamuelPerry
cd-rw,1,SamuelPerry
re-recordable,1,SamuelPerry
diskette,1,SamuelPerry
rewritable,1,SamuelPerry
hwp,1,SamuelPerry
ricoh,1,SamuelPerry
removeable,1,SamuelPerry
higher-capacity,1,SamuelPerry
once-only,1,SamuelPerry
10.65,1,SamuelPerry
eijk,1,SamuelPerry
versatile,1,SamuelPerry
cd-rewritable,1,SamuelPerry
digerati,1,SamuelPerry
neo-designed,1,SamuelPerry
'net,1,SamuelPerry
negroponte,1,SamuelPerry
s.i,1,SamuelPerry
newhouse,1,SamuelPerry
hotwired,1,SamuelPerry
hotbot,1,SamuelPerry
15.63,1,SamuelPerry
fourteen-inch,1,SamuelPerry
doubter,1,SamuelPerry
slugfest,1,SamuelPerry
java-centric,1,SamuelPerry
3270,1,SamuelPerry
character-based,1,SamuelPerry
epoch,1,SamuelPerry
networkedpc,1,SamuelPerry
long-awaiting,1,SamuelPerry
fixed-function,1,SamuelPerry
ftd,1,SamuelPerry
under-desk,1,SamuelPerry
"11,900",1,SamuelPerry
"35,700",1,SamuelPerry
"7,695",1,SamuelPerry
sunsoft,1,SamuelPerry
speedway,1,SamuelPerry
ice-t,1,SamuelPerry
architectures,1,SamuelPerry
juicer,1,SamuelPerry
easy-going,1,SamuelPerry
nourish,1,SamuelPerry
morose,1,SamuelPerry
juicing,1,SamuelPerry
fresh-juice,1,SamuelPerry
emphasizes,1,SamuelPerry
freshness,1,SamuelPerry
pasteurization,1,SamuelPerry
preservatives,1,SamuelPerry
poem,1,SamuelPerry
ensemble,1,SamuelPerry
haze,1,SamuelPerry
overprocessed,1,SamuelPerry
"4,600",1,SamuelPerry
valette,1,SamuelPerry
mobilizing,1,SamuelPerry
adaption,1,SamuelPerry
hundred-page,1,SamuelPerry
stapler,1,SamuelPerry
multiple-slot,1,SamuelPerry
stacker,1,SamuelPerry
password-protected,1,SamuelPerry
mailboxes,1,SamuelPerry
accelerators,1,SamuelPerry
plug-and-play,1,SamuelPerry
technologically-challenged,1,SamuelPerry
3.39,1,SamuelPerry
124.69,1,SamuelPerry
123.875,1,SamuelPerry
castanet,1,SamuelPerry
netangels,1,SamuelPerry
seattle-area,1,SamuelPerry
long-deadlocked,1,SamuelPerry
50.875,1,SamuelPerry
fast-selling,1,SamuelPerry
grannies,1,SamuelPerry
television-based,1,SamuelPerry
uncrackable,1,SamuelPerry
cia-class,1,SamuelPerry
sombedy,1,SamuelPerry
supercomputer,1,SamuelPerry
reasearch,1,SamuelPerry
xmp-48,1,SamuelPerry
outperforms,1,SamuelPerry
donned,1,SamuelPerry
togas,1,SamuelPerry
extravaganzas,1,SamuelPerry
high-,1,SamuelPerry
wankowski,1,SamuelPerry
harkens,1,SamuelPerry
fingertips,1,SamuelPerry
republished,1,SamuelPerry
barkesdale,1,SamuelPerry
toga,1,SamuelPerry
cirque,1,SamuelPerry
soleil,1,SamuelPerry
ce-based,1,SamuelPerry
industry-focused,1,SamuelPerry
adaptations,1,SamuelPerry
withing,1,SamuelPerry
producting,1,SamuelPerry
physics,1,SamuelPerry
gigahertz,1,SamuelPerry
vax,1,SamuelPerry
1180s,1,SamuelPerry
refrigerator-size,1,SamuelPerry
100-mips,1,SamuelPerry
0.6-inch,1,SamuelPerry
photolithographic,1,SamuelPerry
shultz,1,SamuelPerry
theater-like,1,SamuelPerry
surround-sound,1,SamuelPerry
southerland,1,SamuelPerry
flythrough,1,SamuelPerry
sputter,1,SamuelPerry
finite,1,SamuelPerry
diagrams,1,SamuelPerry
scalability,1,SamuelPerry
billion-transaction,1,SamuelPerry
tetrabyte,1,SamuelPerry
facial,1,SamuelPerry
stares,1,SamuelPerry
majored,1,SamuelPerry
networke,1,SamuelPerry
2063,1,SamuelPerry
masahoshi,1,SamuelPerry
modules,1,SamuelPerry
ziff-davis,1,SamuelPerry
804.3,1,SamuelPerry
internet-,1,SamuelPerry
tranforming,1,SamuelPerry
occupants,1,SamuelPerry
well-liked,1,SamuelPerry
hard-driving,1,SamuelPerry
near-mania,1,SamuelPerry
self-annoited,1,SamuelPerry
rapidity,1,SamuelPerry
board-level,1,SamuelPerry
singular,1,SamuelPerry
.to,1,SamuelPerry
groupwise,1,SamuelPerry
hit-or-miss,1,SamuelPerry
altos,1,SamuelPerry
personalizing,1,SamuelPerry
customise,1,SamuelPerry
moods,1,SamuelPerry
//www.theangle.com,1,SamuelPerry
profiling,1,SamuelPerry
pehong,1,SamuelPerry
sombody,1,SamuelPerry
webpoint,1,SamuelPerry
workflow,1,SamuelPerry
recomendation,1,SamuelPerry
web-hosting,1,SamuelPerry
seventy-five,1,SamuelPerry
deducting,1,SamuelPerry
weatherford,1,SamuelPerry
wednesdays,1,SamuelPerry
non-intrusive,1,SamuelPerry
insufficiently,1,SamuelPerry
newpapers,1,SamuelPerry
malevolent,1,SamuelPerry
lauder,1,SamuelPerry
imagery,1,SamuelPerry
mpeg,1,SamuelPerry
compress,1,SamuelPerry
previewed,1,SamuelPerry
10-7/8,1,SamuelPerry
47-7/8,1,SamuelPerry
sweetspot,1,SamuelPerry
114.5,1,SamuelPerry
115.8,1,SamuelPerry
full-line,1,SamuelPerry
milpitas,1,SamuelPerry
rapidly-growing,1,SamuelPerry
rebutted,1,SamuelPerry
interactively,1,SamuelPerry
blurry,1,SamuelPerry
wheelock,15,SarahDavison
cepa,15,SarahDavison
dodwell,13,SarahDavison
aldcroft,10,SarahDavison
nicholas-applegate,10,SarahDavison
yam,9,SarahDavison
broadfoot,7,SarahDavison
perkin,7,SarahDavison
hopewell,7,SarahDavison
nik,7,SarahDavison
kepco,7,SarahDavison
sibley,6,SarahDavison
mpf,6,SarahDavison
bibf,6,SarahDavison
semple,5,SarahDavison
fomc,5,SarahDavison
fenby,5,SarahDavison
cliam-asia,5,SarahDavison
w.i,5,SarahDavison
freris,5,SarahDavison
yapp,5,SarahDavison
salim,5,SarahDavison
halal,5,SarahDavison
michelson,5,SarahDavison
filipina,5,SarahDavison
soes,4,SarahDavison
entrepot,4,SarahDavison
ucits,4,SarahDavison
lgt,4,SarahDavison
hnp,4,SarahDavison
astrology,4,SarahDavison
astrologer,4,SarahDavison
prostitutes,4,SarahDavison
suico,4,SarahDavison
pradhan,4,SarahDavison
unskilled,3,SarahDavison
ningguo,3,SarahDavison
telkom,3,SarahDavison
dhaka,3,SarahDavison
7.80,3,SarahDavison
loudon,3,SarahDavison
weightings,3,SarahDavison
ex-japan,3,SarahDavison
dca,3,SarahDavison
peyman,3,SarahDavison
disinflationary,3,SarahDavison
grapples,3,SarahDavison
ogus,3,SarahDavison
mudeliar,3,SarahDavison
dcb-rhb,3,SarahDavison
open-end,3,SarahDavison
maples,3,SarahDavison
calder,3,SarahDavison
huaneng,3,SarahDavison
rowley,3,SarahDavison
neumann,3,SarahDavison
idd,3,SarahDavison
ipps,3,SarahDavison
zalamea,3,SarahDavison
mongkok,3,SarahDavison
whitehead,3,SarahDavison
give-away,2,SarahDavison
widely-anticipated,2,SarahDavison
april-march,2,SarahDavison
poeple,2,SarahDavison
reunions,2,SarahDavison
150-percent,2,SarahDavison
newly-arrived,2,SarahDavison
bestowed,2,SarahDavison
hongs,2,SarahDavison
hog,2,SarahDavison
sammi,2,SarahDavison
nzse-40,2,SarahDavison
rohwer,2,SarahDavison
end-of-empire,2,SarahDavison
possessions,2,SarahDavison
sailors,2,SarahDavison
symbolism,2,SarahDavison
airbuses,2,SarahDavison
inverness,2,SarahDavison
tsui,2,SarahDavison
effigy,2,SarahDavison
guanxi,2,SarahDavison
medium-capitalisation,2,SarahDavison
'growth,2,SarahDavison
nickerson,2,SarahDavison
pegs,2,SarahDavison
basu,2,SarahDavison
deflationary,2,SarahDavison
caa,2,SarahDavison
tyler,2,SarahDavison
cnac,2,SarahDavison
applegate,2,SarahDavison
selfish,2,SarahDavison
far-away,2,SarahDavison
low-skilled,2,SarahDavison
crosby,2,SarahDavison
impac,2,SarahDavison
descalzi,2,SarahDavison
elites,2,SarahDavison
market-determined,2,SarahDavison
dollarised,2,SarahDavison
tortoise,2,SarahDavison
city-state,2,SarahDavison
danareksa,2,SarahDavison
shajiao,2,SarahDavison
felia,2,SarahDavison
dst,2,SarahDavison
cleansing,2,SarahDavison
sharia,2,SarahDavison
subisidiary,2,SarahDavison
p.t,2,SarahDavison
darsa,2,SarahDavison
drawbacks,2,SarahDavison
guernsey,2,SarahDavison
islands-registered,2,SarahDavison
commensurately,2,SarahDavison
howland-jackson,2,SarahDavison
front-running,2,SarahDavison
22-member,2,SarahDavison
coddling,2,SarahDavison
tyrants,2,SarahDavison
de-linked,2,SarahDavison
woon-kwong,2,SarahDavison
crist,2,SarahDavison
unbridled,2,SarahDavison
collapsible,2,SarahDavison
'moral,2,SarahDavison
down-side,2,SarahDavison
suppport,2,SarahDavison
torpedo,2,SarahDavison
anti-speculation,2,SarahDavison
well-documented,2,SarahDavison
aversion,2,SarahDavison
low-penetration,2,SarahDavison
pldt,2,SarahDavison
chesser,2,SarahDavison
meralco,2,SarahDavison
chak,2,SarahDavison
firecrackers,2,SarahDavison
fairs,2,SarahDavison
astrologers,2,SarahDavison
siu-kwong,2,SarahDavison
involvements,2,SarahDavison
nma,2,SarahDavison
budden,2,SarahDavison
bibfs,2,SarahDavison
balabagan,2,SarahDavison
sti,2,SarahDavison
fundholders,2,SarahDavison
danu,2,SarahDavison
fund-hong,2,SarahDavison
unaddressed,2,SarahDavison
inadequately,2,SarahDavison
above-market,2,SarahDavison
mahmood,2,SarahDavison
niggling,1,SarahDavison
party-mad,1,SarahDavison
reciprocated,1,SarahDavison
reinvented,1,SarahDavison
22-percent,1,SarahDavison
expansionary,1,SarahDavison
cheapness,1,SarahDavison
finely-drawn,1,SarahDavison
banked,1,SarahDavison
over-bought,1,SarahDavison
delisted,1,SarahDavison
6805,1,SarahDavison
247.23,1,SarahDavison
"12,489.30",1,SarahDavison
osborn,1,SarahDavison
hisao,1,SarahDavison
139.45,1,SarahDavison
"18,633.16",1,SarahDavison
five-session,1,SarahDavison
262.60,1,SarahDavison
"8,230.07",1,SarahDavison
"8,275.57",1,SarahDavison
"2,068.48",1,SarahDavison
66.98,1,SarahDavison
hee-myung,1,SarahDavison
627.08,1,SarahDavison
14.45,1,SarahDavison
702.10,1,SarahDavison
25-27,1,SarahDavison
656.11,1,SarahDavison
666.84,1,SarahDavison
large-capitalised,1,SarahDavison
29.53,1,SarahDavison
"1,212.94",1,SarahDavison
"1,242.47",1,SarahDavison
poch,1,SarahDavison
zamora,1,SarahDavison
33.14,1,SarahDavison
"3,201.65",1,SarahDavison
"2,386.4",1,SarahDavison
matthews,1,SarahDavison
"2,229.79",1,SarahDavison
"2,226.60",1,SarahDavison
now-cheaper,1,SarahDavison
249.82,1,SarahDavison
16.39,1,SarahDavison
"1,273.85",1,SarahDavison
c.s,1,SarahDavison
ninety-seven,1,SarahDavison
warded,1,SarahDavison
export-dependent,1,SarahDavison
overholt,1,SarahDavison
nam,1,SarahDavison
9.57,1,SarahDavison
49-percent-held,1,SarahDavison
yaimichi,1,SarahDavison
hutch,1,SarahDavison
american-asians,1,SarahDavison
whack,1,SarahDavison
tolled,1,SarahDavison
jock,1,SarahDavison
dishonour,1,SarahDavison
endings,1,SarahDavison
oldtimers,1,SarahDavison
156-year,1,SarahDavison
belcher,1,SarahDavison
1841,1,SarahDavison
mcsevich,1,SarahDavison
madelein,1,SarahDavison
automony,1,SarahDavison
chee,1,SarahDavison
hwa,1,SarahDavison
admonition,1,SarahDavison
trustworthiness,1,SarahDavison
dilly-dallying,1,SarahDavison
chinese-annointed,1,SarahDavison
haste,1,SarahDavison
loophole-filled,1,SarahDavison
ambiguities,1,SarahDavison
